id,provider,date,title,duration_minutes,services_affected,impact_symptoms,root_cause_l1,root_cause_l2,human_error,mitigation_actions,url,summary
azure-20190507-1,Azure,2019-05-07,SQL Services - West Europe,111,SQL Database; SQL Data Warehouse; Azure Database for PostgreSQL; Azure Database for MySQL; Azure Database for MariaDB,availability,unknown,,False,restart service,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.03.29-05.13.pdf,"Between 10:57 and 12:48 UTC on 07 May 2019, a subset of customers using SQL Database, SQL Data Warehouse, Azure Database for PostgreSQL, Azure Database for MySQL, Azure Database for MariaDB, in West Europe may have experienced issues performing service management operations – such as create, update, rename and delete- for resources hosted in this region. In addition, customers may have been unable to see their list of databases using SMSS. However as this was a Service Management issue, these da"
azure-20190513-1,Azure,2019-05-13,RCA - Network Connectivity - Increased Latency,388,Azure services,availability; consistency,internal causes,,False,update configuration; repair data inconsistency,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 09:05 and 15:33 UTC on 13 May 2019, a subset of customers in North America and Europe may have experienced intermittent connectivity issues when accessing some Azure services."
google-BQ-12,Google,2019-05-17,Google BigQuery Incident #19003,280,Google BigQuery insert,availability; performance,external causes; internal causes,excessive flow; software bugs,False,restart system; redirect queries; block load,https://status.cloud.google.com/incident/bigquery/19003,"On Friday, May 17 2019, 83% of Google BigQuery insert jobs in the US multi-region failed for a duration of 27 minutes. Query jobs experienced an average error rate of 16.7% for a duration of 2 hours. BigQuery users in the US multi-region also observed elevated latency for a duration of 4 hours and 40 minutes."
google-gcps-19001,Google,2019-05-20,Google Cloud Pub/Sub Incident #19001,210,Google Cloud Pub/Sub,availability; performance,external causes,excessive flow,False,provide additional resources; disable non-essential internal traffic; implemente a rate limit,https://status.cloud.google.com/incident/cloud-pubsub/19001,"On Monday 20 May, 2019, Google Cloud Pub/Sub experienced publish error rates of 1.2%, increased publish latency by 1.7ms at the 50th percentile, and 8.3s increase at the 99th percentile for a duration of 3 hours, 30 minutes. Publish and Subscribe admin operations saw average error rates of 8.3% and 3.2% respectively for the same period. We apologize to our customers who were impacted by this service degradation."
azure-20190522-1,Azure,2019-05-22,RCA - Service Management Operations - West Europe,380,Azure Databricks; Azure Backup; Cloud Shell; HDInsight; Virtual Machines,availability; consistency,internal causes,software bugs,False,apply a hotfix,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 15:10 and 21:00 UTC on 22 May 2019, a subset of customers in West Europe experienced intermittent service management delays or failures for resources hosted in this region. Impacted services included Azure Databricks, Azure Backup, Cloud Shell, HDInsight, and Virtual Machines. Between 23:20 and 23:50 UTC on 22 May 2019, during the deployment of the permanent fix, a small subset of customers using Virtual Machines and Azure Databricks experienced increased latency or timeout failures when"
gcnet-19009,Google,2019-06-02,Google Cloud Networking Incident #19009,295,Google Compute Engine; App Engine; Cloud Endpoints; Cloud Interconnect; Cloud VPN; Cloud Console; Stackdriver Metrics; Cloud Pub/Sub; Bigquery; regional Cloud Spanner instances; Cloud Storage regional buckets,performance; availability,internal causes; internal causes; internal causes,software bugs; software bugs; software bugs,False,halt the automation software; re-enabling the network control plane; rollout configuration; direct traffic; re-enabling supporting infrastructure,https://status.cloud.google.com/incident/cloud-networking/19009,"On Sunday 2 June, 2019, Google Cloud projects running services in multiple US regions experienced elevated packet loss as a result of network congestion for a duration of between 3 hours 19 minutes, and 4 hours 25 minutes. The duration and degree of packet loss varied considerably from region to region and is explained in detail below."
azure-20190614-1,Azure,2019-06-14,RCA - Virtual Machines and Virtual Networks (Management) - North Europe,313,Virtual Machines; Virtual Machine Scale Sets; Virtual Networks,availability,internal causes,software bugs,False,roll back the incorrect configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 15:45 and 20:58 UTC on 14 Jun 2019, a subset of customers using Virtual Machines, Virtual Machine Scale Sets, and/or Virtual Networks in the North Europe region may have experienced failures when attempting service management operations including create, update, delete, and scale. Azure Cloud Shell customers may have seen the error message 'Failed to provision a Cloud Shell.'"
azure-20190702-1,Azure,2019-07-02,Azure Services - Intermittent Service Availability Issues,180,Microsoft Azure Services,availability,external causes,hardware failures,False,isolate faulty router; redirect traffic,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 19:20 and 22:20 UTC on 02 Jul 2019, a subset of customers using Microsoft Azure Services may have intermittently experienced degraded performance, latency, network drops or time outs when accessing Azure resources due to a network event. This impact would have potentially spanned multiple Azure services. During the impact window, traffic peering through San Jose route would have been impacted."
azure-20190703-1,Azure,2019-07-03,"Azure Monitoring (Diagnostic logs, Autoscale, Classic Alerts (v2))",360,Azure resource management,availability,internal causes,software bugs,False,roll back configuration,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 02:00 and 08:00 UTC on 03 Jul 2019, a subset of Azure monitor customers may have received failure errors while performing service management operations - such as create, update, delete - for Autoscale settings, Classic alerts and Diagnostics settings. Existing autoscale, classic alerts & diagnostics were not impacted."
azure-20190704-1,Azure,2019-07-04,RCA - Connectivity Issues - UK South,607,Storage; App Services; Virtual Machines; Backup; KeyVault; App Insights; Logic Apps; Azure Data Factory v2,availability,external causes,insufficient resource,False,change load balancing configuration; Reduce internal background processes in the scale unit,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 06:18 UTC and 16:25 UTC on 04 July 2019, a subset of customers leveraging Storage in UK South may have experienced service availability issues. In addition, resources with dependencies on Storage may also have experienced downstream impact in the form of availability issues. These impacted services include App Services, Virtual Machines, Backup, KeyVault, App Insights, Logic Apps, and Azure Data Factory v2."
azure-20190708-1,Azure,2019-07-08,RCA - Azure Active Directory - Password Changes,263,Azure Active Directory,availability,internal causes; internal causes,software bugs; software bugs,False,roll back deployment; restarted associated frontend instances,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 18:09 and 22:32 UTC on 08 Jul 2019, a subset of customers using Azure Active Directory may have experienced password change issues. For hybrid customers, passwords would have appeared to have changed successfully on-prem, but the sync with the backend AAD would have failed. For cloud only customers, password changes with AAD would have resulted in failures. In either case, customers may not have been able to log into AAD or the Azure portal. The following link was a workaround to reset p"
azure-20190730-1,Azure,2019-07-30,RCA - Issues logging in to the Azure Portal with a Microsoft Account,84,Azure Portal; Microsoft Account services,availability,internal causes; external causes,software bugs; hardware failures,False,route user traffic,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.05.13-07.30.pdf,"Between 21:00 UTC and 22:24 UTC on 30 Jul 2019, a subset of customers may have experienced intermittent error messages and failures when logging in to the Azure Portal with a Microsoft account. This issue affected a subset of MSA users who could not authenticate or manage their accounts. Retries may have been successful."
azure-20190808-1,Azure,2019-08-08,RCA - Azure CDN - Connectivity Issues,295,Azure CDN,availability,internal causes,software bugs,False,rolled back the updates; update network filtering policy,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.07.30-08.28.pdf,"Summary of impact: Between 14:05 and 19:00 UTC on 08 Aug 2019, you were identified as a customer using Akamai CDN who may have experienced HTTP 504 (Gateway Timeout) errors when attempting to connect to resources."
azure--20190809-1,Azure,2019-08-09,RCA - Azure Portal - Issues Loading Dashboard Tiles,190,Azure Portal,availability,internal causes,software bugs,False,rollback to the previous production build,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.07.30-08.28.pdf,"Summary of impact: Between approximately 16:07 and 19:17 UTC on 09 Aug 2019, customers using the Azure portal may have received failure notifications under the following scenarios: Customers who had pinned tiles to their dashboards that provided them with a list of resources such as All Resources, All VMs, etc. would have either seen a 'No resources found' message or just a grey tile. All other tiles on dashboards such as pinned resources continued to function as expected. Access of the followin"
azure-20190814-1,Azure,2019-08-14,RCA - USGov Iowa - Service Availability and Downstream Impact,515,SQL; API Management; Azure Site Recovery; Media Services; Service Bus; StorSimple,availability,external causes,insufficient resource,False,restore these services and nodes in the scale unit; Manually applying the repair; manually recovered the nodes and brought them back online,https://github.com/IntelligentDDS/Post-mortems-Analysis/blob/master/raw-public/azure/meta_pdf/2019.07.30-08.28.pdf,"Between 16:25 EDT on 14 Aug 2019 and 01:00 EDT on 15 Aug 2019, a subset of customers in USGov Iowa may have experienced issues accessing services in that region. Engineers determined that an underlying compute issue was impacting SQL, API Management, Azure Site Recovery, Media Services, Service Bus, and StorSimple. A subset of App Service customers may have experienced Service Management issues across these regions: USDoD Central, USDoD East, USGov Arizona, USGov Iowa, USGov Texas, and USGov Vir"
